disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
CONFIRMED,Crossfield et al. 2016,1.0,2.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=SCHMITT_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..159S/abstract target=ref>Schmitt et al. 2016</a>,7.495,0.0084,-0.0069,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5865.0,128.19,-95.15,0.0,1.05721,0.053361,-0.041514,0.0,1.061,0.140148,-0.112087,0.0,0.03,0.1,-0.1,0.0,[M/H],4.41546,0.089797,-0.055531,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h20m06.16s,335.025662,-09d03m21.92s,-9.0560881,269.183,2.539,-2.493,11.345,0.034,-0.034,10.322,0.021,-0.021,11.7146,0.000289,-0.000289,2016-06-09,2016-06,2016-06-09
CONFIRMED,Crossfield et al. 2016,1.0,2.0,Transit,2016.0,K2,Published Confirmed,0.0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,7.49543,0.00059,-0.00059,0.0,0.07619,0.00072,-0.00072,0.0,2.45,0.21,-0.21,0.0,0.21857436,0.01873495,-0.01873495,0.0,,,,,,,,,,,,,,213.0,30.0,-30.0,0.0,,,,,0.0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5922.0,76.0,-76.0,0.0,1.06,0.07,-0.07,0.0,1.05,0.03,-0.03,0.0,,,,,,4.409,0.057,-0.057,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h20m06.16s,335.025662,-09d03m21.92s,-9.0560881,269.183,2.539,-2.493,11.345,0.034,-0.034,10.322,0.021,-0.021,11.7146,0.000289,-0.000289,2016-07-14,2016-09,2016-07-18
CONFIRMED,Crossfield et al. 2016,1.0,2.0,Transit,2016.0,K2,Published Confirmed,0.0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,7.49556,0.00029,-0.00029,0.0,,,,,2.58,0.13,-0.06,0.0,0.23017258,0.01159784,-0.00535285,0.0,9.2,3.8,-3.7,0.0,0.02894644,0.01195614,-0.0116415,0.0,Mass,,,,,209.0,23.0,-21.0,0.0,968.0,25.0,-25.0,0.0,0.0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,,5867.0,100.0,-100.0,0.0,1.058,0.039,-0.039,0.0,1.02,0.04,-0.04,0.0,0.04,0.044,-0.044,0.0,[Fe/H],4.39,0.081,-0.081,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h20m06.16s,335.025662,-09d03m21.92s,-9.0560881,269.183,2.539,-2.493,11.345,0.034,-0.034,10.322,0.021,-0.021,11.7146,0.000289,-0.000289,2025-09-17,2025-06,2025-09-17
CONFIRMED,Crossfield et al. 2016,1.0,1.0,Transit,2016.0,K2,Published Confirmed,0.0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,19.565557,0.001897,-0.001737,0.0,,,,,2.95906745,0.43070068,-0.32876015,0.0,0.26399032,0.03842454,-0.02933002,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5929.0,60.0,-60.0,0.0,1.086156,0.138573,-0.111587,0.0,0.987182,0.039957,-0.040145,0.0,-0.21,0.08,-0.08,0.0,[Fe/H],4.24,0.11,-0.11,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h39m40.63s,339.9192984,-08d42m52.45s,-8.7145697,377.822,6.802,-6.57,12.715,0.057,-0.057,11.068,0.019,-0.019,12.4364,0.000305,-0.000305,2018-02-14,2018-03,2018-02-15
CONFIRMED,Crossfield et al. 2016,1.0,1.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,19.565086,,,0.0,,,,,2.94,,,0.0,0.26228923,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,5804.0,,,0.0,1.01,,,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h39m40.63s,339.9192984,-08d42m52.45s,-8.7145697,377.822,6.802,-6.57,12.715,0.057,-0.057,11.068,0.019,-0.019,12.4364,0.000305,-0.000305,2015-12-05,2016-01,2015-12-05
CONFIRMED,Crossfield et al. 2016,1.0,1.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,19.5688,0.0014,-0.0014,0.0,,,,,3.66,0.81,-0.48,0.0,0.327,0.072,-0.043,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,1.047,0.094,-0.032,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h39m40.63s,339.9192984,-08d42m52.45s,-8.7145697,377.822,6.802,-6.57,12.715,0.057,-0.057,11.068,0.019,-0.019,12.4364,0.000305,-0.000305,2019-09-05,2019-09,2019-09-05
CONFIRMED,Crossfield et al. 2016,1.0,1.0,Transit,2016.0,K2,Published Confirmed,0.0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,19.5666,0.0033,-0.0033,0.0,0.1402,0.0015,-0.0015,0.0,2.31,0.19,-0.19,0.0,0.2060844,0.01695066,-0.01695066,0.0,,,,,,,,,,,,,,59.1,8.1,-8.1,0.0,,,,,0.0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,6060.0,86.0,-86.0,0.0,0.98,0.06,-0.06,0.0,0.96,0.03,-0.03,0.0,,,,,,4.444,0.058,-0.058,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h39m40.63s,339.9192984,-08d42m52.45s,-8.7145697,377.822,6.802,-6.57,12.715,0.057,-0.057,11.068,0.019,-0.019,12.4364,0.000305,-0.000305,2016-07-14,2016-09,2016-07-18
CONFIRMED,Crossfield et al. 2016,1.0,2.0,Transit,2016.0,K2,Published Confirmed,0.0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,7.8142,0.0021,-0.0021,0.0,0.081,0.0014,-0.0014,0.0,2.67,0.32,-0.32,0.0,0.23820145,0.02854849,-0.02854849,0.0,,,,,,,,,,,,,,430.0,88.0,-88.0,0.0,,,,,0.0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5995.0,94.0,-94.0,0.0,1.56,0.15,-0.15,0.0,1.16,0.06,-0.06,0.0,,,,,,4.118,0.069,-0.069,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h35m22.78s,338.844896,-07d28m11.62s,-7.469895,561.93,15.381,-14.596,12.803,0.057,-0.057,11.178,0.019,-0.019,12.5886,0.000274,-0.000274,2016-07-14,2016-09,2016-07-18
CONFIRMED,Crossfield et al. 2016,1.0,2.0,Transit,2016.0,K2,Published Confirmed,0.0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,7.817949,0.000776,-0.000745,0.0,,,,,2.54862479,0.37183174,-0.23482454,0.0,0.22737307,0.03317261,-0.02094964,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,6022.0,51.0,-51.0,0.0,1.238022,0.161724,-0.105517,0.0,1.173509,0.047526,-0.041164,0.0,0.3,0.08,-0.08,0.0,[Fe/H],4.26,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h35m22.78s,338.844896,-07d28m11.62s,-7.469895,561.93,15.381,-14.596,12.803,0.057,-0.057,11.178,0.019,-0.019,12.5886,0.000274,-0.000274,2018-02-14,2018-03,2018-02-15
CONFIRMED,Crossfield et al. 2016,1.0,2.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,7.81751,0.00059,-0.00059,0.0,,,,,3.08,0.39,-0.41,0.0,0.275,0.035,-0.037,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,1.492,0.175,-0.025,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h35m22.78s,338.844896,-07d28m11.62s,-7.469895,561.93,15.381,-14.596,12.803,0.057,-0.057,11.178,0.019,-0.019,12.5886,0.000274,-0.000274,2019-09-05,2019-09,2019-09-05
CONFIRMED,Crossfield et al. 2016,1.0,2.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,7.8173399,,,0.0,,,,,2.16,,,0.0,0.19270229,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,5800.0,,,0.0,1.01,,,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h35m22.78s,338.844896,-07d28m11.62s,-7.469895,561.93,15.381,-14.596,12.803,0.057,-0.057,11.178,0.019,-0.019,12.5886,0.000274,-0.000274,2015-12-05,2016-01,2015-12-05
CONFIRMED,Crossfield et al. 2016,1.0,2.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,18.289,0.0073,-0.0054,0.0,,,,,3.16,0.42,-0.56,0.0,0.282,0.037,-0.05,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,1.492,0.175,-0.025,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h35m22.78s,338.844896,-07d28m11.62s,-7.469895,561.93,15.381,-14.596,12.803,0.057,-0.057,11.178,0.019,-0.019,12.5886,0.000274,-0.000274,2019-09-05,2019-09,2019-09-05
CONFIRMED,Crossfield et al. 2016,1.0,2.0,Transit,2016.0,K2,Published Confirmed,0.0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,18.286069,0.005737,-0.004564,0.0,,,,,2.62624197,0.37174761,-0.24585742,0.0,0.23429761,0.0331651,-0.02193393,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,6022.0,51.0,-51.0,0.0,1.238022,0.161724,-0.105517,0.0,1.173509,0.047526,-0.041164,0.0,0.3,0.08,-0.08,0.0,[Fe/H],4.26,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h35m22.78s,338.844896,-07d28m11.62s,-7.469895,561.93,15.381,-14.596,12.803,0.057,-0.057,11.178,0.019,-0.019,12.5886,0.000274,-0.000274,2018-02-14,2018-03,2018-02-15
CONFIRMED,Crossfield et al. 2016,1.0,2.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,18.283257,,,0.0,,,,,2.31,,,0.0,0.2060844,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,5800.0,,,0.0,1.01,,,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h35m22.78s,338.844896,-07d28m11.62s,-7.469895,561.93,15.381,-14.596,12.803,0.057,-0.057,11.178,0.019,-0.019,12.5886,0.000274,-0.000274,2015-12-05,2016-01,2015-12-05
CONFIRMED,Crossfield et al. 2016,1.0,2.0,Transit,2016.0,K2,Published Confirmed,0.0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,18.311,0.014,-0.014,0.0,0.1429,0.0025,-0.0025,0.0,2.77,0.38,-0.38,0.0,0.24712285,0.03390133,-0.03390133,0.0,,,,,,,,,,,,,,138.0,28.0,-28.0,0.0,,,,,0.0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5995.0,94.0,-94.0,0.0,1.56,0.15,-0.15,0.0,1.16,0.06,-0.06,0.0,,,,,,4.118,0.069,-0.069,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h35m22.78s,338.844896,-07d28m11.62s,-7.469895,561.93,15.381,-14.596,12.803,0.057,-0.057,11.178,0.019,-0.019,12.5886,0.000274,-0.000274,2016-07-14,2016-09,2016-07-18
REFUTED,Shporer et al. 2017,1.0,0.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,11.98934,0.00013,-0.00014,0.0,,,,,14.77,0.41,-0.4,0.0,1.318,0.037,-0.04,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,1.726,0.046,-0.036,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h28m25.34s,337.1055746,-06d05m12.18s,-6.0867177,693.334,22.403,-21.066,13.363,0.069,-0.069,11.484,0.023,-0.023,13.0146,0.000813,-0.000813,2019-09-05,2019-09,2019-09-05
REFUTED,Shporer et al. 2017,1.0,0.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,11.989686,,,0.0,,,,,9.01,,,0.0,0.80381836,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,5700.0,,,0.0,0.96,,,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h28m25.34s,337.1055746,-06d05m12.18s,-6.0867177,693.334,22.403,-21.066,13.363,0.069,-0.069,11.484,0.023,-0.023,13.0146,0.000813,-0.000813,2015-12-05,2016-01,2015-12-05
REFUTED,Shporer et al. 2017,1.0,0.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,23.9726,0.0011,-0.0011,0.0,,,,,11.1,1.1,-1.1,0.0,0.99,0.1,-0.1,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h28m25.34s,337.1055746,-06d05m12.18s,-6.0867177,693.334,22.403,-21.066,13.363,0.069,-0.069,11.484,0.023,-0.023,13.0146,0.000813,-0.000813,2016-07-18,2016-09,2016-07-18
REFUTED,Shporer et al. 2017,1.0,0.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,11.99899626,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5759.0,97.23,-103.66,0.0,1.57442,0.10006,-0.068639,0.0,1.03,0.129887,-0.129879,0.0,0.02,0.1,-0.1,0.0,[M/H],4.05666,0.07422,-0.077361,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h28m25.34s,337.1055746,-06d05m12.18s,-6.0867177,693.334,22.403,-21.066,13.363,0.069,-0.069,11.484,0.023,-0.023,13.0146,0.000813,-0.000813,2016-12-21,2016-10,2016-12-21
REFUTED,Shporer et al. 2017,1.0,0.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=SCHMITT_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..159S/abstract target=ref>Schmitt et al. 2016</a>,11.9897,0.0008,-0.0012,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5759.0,97.23,-103.66,0.0,1.57442,0.10006,-0.068639,0.0,1.03,0.129887,-0.129879,0.0,0.02,0.1,-0.1,0.0,[M/H],4.05666,0.07422,-0.077361,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h28m25.34s,337.1055746,-06d05m12.18s,-6.0867177,693.334,22.403,-21.066,13.363,0.069,-0.069,11.484,0.023,-0.023,13.0146,0.000813,-0.000813,2016-06-09,2016-06,2016-06-09
CONFIRMED,Crossfield et al. 2016,1.0,1.0,Transit,2016.0,K2,Published Confirmed,0.0,<a refstr=GAIDOS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.464..850G/abstract target=ref>Gaidos et al. 2017</a>,8.199796,0.000683,-0.000719,0.0,,,,,2.3,0.16,-0.16,0.0,0.20519226,0.01427424,-0.01427424,0.0,603.877,,,1.0,1.9,,,1.0,Mass,0.14,0.22,-0.09,0.0,58.0,7.0,-7.0,0.0,,,,,0.0,<a refstr=GAIDOS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.464..850G/abstract target=ref>Gaidos et al. 2017</a>,,4970.0,45.0,-45.0,0.0,0.76,0.03,-0.03,0.0,0.8,0.12,-0.12,0.0,0.29,0.06,-0.06,0.0,[Fe/H],4.47,0.13,-0.13,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h40m54.85s,55.228521,+12d34m20.81s,12.572448,141.731,0.874,-0.863,12.224,0.057,-0.057,9.799,0.018,-0.018,11.9202,0.000644,-0.000644,2016-09-27,2017-01,2016-09-29
CONFIRMED,Crossfield et al. 2016,1.0,1.0,Transit,2016.0,K2,Published Confirmed,0.0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,8.20075,0.0006,-0.0006,0.0,0.076,0.002,-0.002,0.0,2.47,0.29,-0.29,0.0,0.22035864,0.02587207,-0.02587207,0.0,,,,,,,,,,,,,,83.0,23.0,-23.0,0.0,,,,,0.0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5297.0,251.0,-251.0,0.0,0.83,0.08,-0.08,0.0,0.87,0.07,-0.07,0.0,,,,,,4.544,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h40m54.85s,55.228521,+12d34m20.81s,12.572448,141.731,0.874,-0.863,12.224,0.057,-0.057,9.799,0.018,-0.018,11.9202,0.000644,-0.000644,2016-09-27,2016-09,2016-07-18
CONFIRMED,Crossfield et al. 2016,1.0,1.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,8.20023,0.00023,-0.00023,0.0,,,,,2.53,0.18,-0.35,0.0,0.226,0.016,-0.031,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.782,0.031,-0.024,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h40m54.85s,55.228521,+12d34m20.81s,12.572448,141.731,0.874,-0.863,12.224,0.057,-0.057,9.799,0.018,-0.018,11.9202,0.000644,-0.000644,2019-09-05,2019-09,2019-09-05
CONFIRMED,Crossfield et al. 2016,1.0,1.0,Transit,2016.0,K2,Published Confirmed,0.0,<a refstr=THYGESEN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..155T/abstract target=ref>Thygesen et al. 2023</a>,8.2000844,8.6e-06,-7.3e-06,0.0,0.0753,0.0011,-0.0011,0.0,2.4996027,0.16813471,-0.12329879,0.0,0.223,0.015,-0.011,0.0,,,,,,,,,,0.29,0.37,-0.19,0.0,,,,,806.0,18.0,-18.0,0.0,0.0,<a refstr=THYGESEN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..155T/abstract target=ref>Thygesen et al. 2023</a>,,5160.0,130.0,-130.0,0.0,0.792,0.027,-0.025,0.0,0.847,0.039,-0.038,0.0,0.13,0.078,-0.076,0.0,[Fe/H],4.569,0.03,-0.033,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h40m54.85s,55.228521,+12d34m20.81s,12.572448,141.731,0.874,-0.863,12.224,0.057,-0.057,9.799,0.018,-0.018,11.9202,0.000644,-0.000644,2024-11-20,2023-04,2024-11-20
